Experiment,Date,A Total,A Repeat,A %,B Total,B Repeat,B %,C Total,C Repeat,C %,DRB1 Total,DRB1 Repeat,DRB1 %,DRB345 Total,DRB345 Repeat,DRB345 %,DQB1 Total,DQB1 Repeat,DQB1 %,DQA1 Total,DQA1 Repeat,DQA1 %,DPB1 Total,DPB1 Repeat,DPB1 %,DPA1 Total,DPA1 Repeat,DPA1 %,Overall Total,Overall Repeat,Overall %
PAC120424AN-02,2024-12-12,715,0,0.0,715,1,0.14,715,2,0.28,715,2,0.28,674,1,0.15,0,0,,0,0,,715,0,0.0,0,0,,715,6,0.84
PAC120424AN-03,2024-12-12,715,2,0.28,715,1,0.14,715,4,0.56,715,1,0.14,150,0,0.0,0,0,,0,0,,715,2,0.28,0,0,,715,10,1.4
PAC112924TOB,2024-12-12,715,0,0.0,715,0,0.0,715,0,0.0,715,0,0.0,0,0,,0,1,,0,0,,715,0,0.0,0,0,,715,1,0.14
PAC120724TOB,2024-12-12,358,0,0.0,358,0,0.0,358,0,0.0,358,0,0.0,0,0,,0,1,,0,0,,358,0,0.0,0,0,,358,1,0.28
PAC120424NMD-04,2024-12-12,358,0,0.0,358,0,0.0,358,0,0.0,358,0,0.0,97,0,0.0,97,1,1.03,97,0,0.0,261,2,0.77,97,0,0.0,358,3,0.84
HDS120924RT-01,2024-12-12,715,4,0.56,715,6,0.84,715,12,1.68,715,1,0.14,0,0,,0,1,,0,0,,715,1,0.14,0,0,,715,25,3.5
HDS120924RT-02,2024-12-12,715,10,1.4,715,9,1.26,715,10,1.4,715,0,0.0,0,0,,0,0,,0,0,,715,5,0.7,0,0,,715,34,4.76
PAC112724UPC-02,2024-12-12,715,1,0.14,715,0,0.0,715,1,0.14,715,2,0.28,0,0,,0,1,,0,0,,715,4,0.56,0,0,,715,9,1.26
PAC112724UPC-03,2024-12-12,715,0,0.0,715,3,0.42,715,6,0.84,715,1,0.14,0,0,,0,0,,0,0,,715,5,0.7,0,0,,715,15,2.1
PAC112924SBS,2024-12-12,715,0,0.0,715,0,0.0,715,1,0.14,715,0,0.0,433,0,0.0,433,0,0.0,433,3,0.69,282,2,0.71,433,0,0.0,715,6,0.84
PAC120424NMD-01,2024-12-12,715,1,0.14,715,0,0.0,715,1,0.14,715,3,0.42,715,0,0.0,715,4,0.56,715,0,0.0,0,0,,715,0,0.0,715,9,1.26
PAC120424NMD-02,2024-12-12,715,1,0.14,715,0,0.0,715,0,0.0,715,2,0.28,715,2,0.28,715,0,0.0,715,0,0.0,0,1,,715,0,0.0,715,6,0.84
PAC120424NMD-03,2024-12-12,715,1,0.14,715,0,0.0,715,0,0.0,715,0,0.0,715,3,0.42,715,1,0.14,715,0,0.0,0,2,,715,0,0.0,715,7,0.98
